date,Cboe EDGX,NYSE Arca,Nasdaq GSM,Cboe EDGA,CHX,Cboe BYX,Cboe BZX,MEMX,Nasdaq BX,Off Exchange,IEX,NYSE American,NYSE National,NYSE,Nasdaq PHLX,MIAX Pearl,LTSE
2024-02-09,319598,143710,417186,50445,502,33896,177935,246547,7080,1451033,51938,4055,7313,594537,5892,63617,0
2024-02-08,155826,64433,201692,25224,716,5292,67674,73395,12712,732726,31168,996,3673,428330,1075,33342,0
2024-02-07,204093,69778,197271,22388,173,12431,73520,72390,4769,733100,39045,2716,3855,483586,2172,26506,0
2024-02-06,288094,116784,313069,43110,823,7742,127485,178448,3325,1253717,74909,3229,5301,599415,4544,32368,0
2024-02-05,501716,234237,356981,56240,5105,35196,165580,233585,4981,1869310,79619,7840,15166,732449,9336,53533,0
2024-02-02,266911,114205,326790,43162,1560,7060,102010,170861,1909,1148242,52956,3429,10809,611059,8086,55413,0
2024-02-01,211568,79846,213537,35588,500,16637,112375,82992,2026,732251,37604,3720,3031,647131,3052,38296,0
2024-01-31,208187,96072,298763,33722,2010,15043,101929,102985,7680,949671,75383,3272,7016,762128,1495,19224,0
2024-01-30,139657,73725,156083,24266,385,5094,70685,76532,9669,589734,37088,2704,4019,420046,1345,41301,0
2024-01-29,179182,67778,148905,22452,1014,6016,80482,62563,1545,987479,116822,2034,2432,445320,1751,38440,0
2024-01-26,166130,71684,206958,35443,632,16693,73227,124484,5547,869165,135320,3003,5971,529760,4340,40473,0
2024-01-25,289897,130288,327955,43744,2255,10016,140261,168102,6431,1586815,103287,3687,2772,765569,3091,51596,0
2024-01-24,191601,72745,179882,19104,1307,14405,68527,153883,5082,1224755,48406,5888,1008,481548,3739,41921,0
2024-01-23,326555,163466,347199,51880,2168,34021,131056,117881,17205,1351904,83712,5170,25880,785355,4851,46767,0
2024-01-22,314393,161907,444818,44043,1677,10810,186633,170901,4394,1384428,37796,4032,608,757885,13059,69063,0
2024-01-19,197438,81287,247371,32488,2816,15862,90057,151072,1060,919457,45512,2989,1712,560754,2575,43747,0
2024-01-18,283837,158067,455003,49854,3146,13330,153371,219811,2319,1440622,74298,1879,8536,970340,4370,67221,0
2024-01-17,172039,103245,320653,41917,931,6107,103830,160803,11836,1011619,29176,2179,794,685548,2872,52648,0
2024-01-16,305063,120378,417882,59465,2566,33049,119774,167333,3708,1548693,85391,2718,2104,653462,1720,58161,0
2024-01-12,271804,89725,201339,44029,481,7631,73743,143646,26920,951772,34654,1284,10168,563115,2397,57064,0
2024-01-11,216596,114673,350154,42019,25407,21472,139655,171439,3846,1120992,68350,6787,7575,635707,6714,60791,0
2024-01-10,280808,137957,297288,61753,354,15566,115414,149244,9279,1194118,60706,2620,11301,796034,11139,48133,0
2024-01-09,334172,102082,307590,61350,449,21339,115997,127695,6210,1260168,76631,3935,9147,614547,4680,59271,0
2024-01-08,275695,153727,223382,57429,421,25976,97052,146652,8701,1300675,42839,859,6741,618993,5834,66093,0
2024-01-05,174569,112426,249082,39481,1939,9154,101811,58730,11076,910295,54503,1329,5014,848257,2963,38563,0
2024-01-04,167105,128335,262931,42146,461,28412,94514,146487,3358,1009755,61687,3749,9961,657225,4548,50838,0
2024-01-03,373453,155454,428307,37855,5775,26990,152711,105226,9829,1677140,76758,4372,7420,1045928,2619,83713,0
2024-01-02,379123,195854,517061,69712,1458,36049,211906,94888,15804,1917072,91898,7243,16739,784669,7475,80969,0
2023-12-29,286373,193331,579838,94538,2301,38597,191365,150331,9122,1918035,69768,2391,9007,901925,19587,70147,0
2023-12-28,263305,155055,361810,55988,13587,26518,173868,138727,7806,1646435,51641,4007,21150,599612,3533,51741,0
2023-12-27,472075,184893,444100,51221,3562,13776,180516,111880,13361,2351368,53798,5435,14228,816422,5038,78398,0
2023-12-26,344788,116338,331024,42075,400,6610,113630,81673,3178,1366993,34650,3201,2117,576971,7223,48746,0
2023-12-22,284196,132967,327676,46861,962,23565,126286,141519,12337,1475555,35852,3445,3246,664091,2589,48749,0
2023-12-21,398692,170330,373431,43114,1829,37570,166903,146438,5008,1680216,110300,1047,4811,759999,5827,69758,0
2023-12-20,354914,248410,520765,63801,10434,11796,253748,270918,26026,2577015,68962,4496,11128,992430,25753,112325,0
2023-12-19,537521,261239,443162,68031,5269,14896,196623,245570,17500,2423762,91824,2453,3612,1054350,10461,70850,0
2023-12-18,729425,309129,527531,74337,80933,51772,241778,381707,23358,3311806,111664,5349,6283,1389498,5190,102293,0
2023-12-15,359695,261634,624386,79086,2406,63049,321792,209536,12144,2401548,156044,2116,16975,2519556,9217,80350,0
2023-12-14,921062,472402,1347289,127153,3379,32143,360867,329408,20518,4453460,165730,15986,12591,2351801,14178,122778,0
2023-12-13,896552,525348,662108,146317,4104,14803,340282,368233,24183,4050854,168765,11217,22374,1714291,18529,118920,0
2023-12-12,337862,152449,359830,51577,1988,44537,146743,210736,12623,1879327,75836,5587,7741,837469,12643,73616,0
2023-12-11,389979,166360,452295,64089,381,20608,159049,173134,6379,2390938,81789,775,14260,965934,2682,66512,0
2023-12-08,894729,375789,858872,120595,45287,29551,345675,450209,26477,5104457,191417,14240,23948,1812976,11684,95481,0
2023-12-07,1997625,838706,1617655,223142,29337,141693,525081,965304,47015,9514079,218568,23111,33593,3398196,24550,243014,0
2023-12-06,1402128,613845,1282935,196040,1899,73561,360988,372685,89218,6295025,211308,6701,93394,1619392,8871,63349,0
2023-12-05,1738213,490309,1147037,197127,5604,93479,464733,608428,92497,6590195,298209,48350,66470,2117086,110452,151870,0
2023-12-04,2073838,733217,2810558,147735,11065,33112,611987,757331,59399,10339657,186227,29329,35956,2112180,60088,96977,0
2023-12-01,1435428,622072,1186780,248480,5271,48635,466939,602587,60219,6939689,141637,15801,65955,1357614,32054,149492,0
2023-11-30,1629166,610615,1484430,205895,47133,50286,471070,837696,46939,8817332,233272,20131,33874,1821762,31166,199727,0
2023-11-29,5852544,2947648,6001082,538418,169043,191044,1469053,2829507,160904,33974953,911711,94386,23998,5220128,214584,573764,0
2023-11-28,1246023,854260,1390768,114876,3287,72032,390790,458592,25736,7218486,222648,22738,18771,1986882,35793,136327,0
2023-11-27,284296,187325,364980,80567,5950,36176,144467,165495,9636,1213385,158935,3513,12748,961498,5264,76338,0
2023-11-24,108086,53992,99868,19545,968,3990,50726,64074,2878,458763,39712,1033,7182,289358,2833,29466,0
2023-11-22,186751,83774,228723,32462,1690,8100,90276,87919,12657,961305,52234,13537,34210,519444,1914,47465,0
2023-11-21,254803,151368,433652,64252,3478,15082,271080,222041,16503,1199316,105678,1579,15297,894801,5759,55408,0
2023-11-20,193082,57475,258146,36223,1763,14446,79417,109914,10182,893050,52128,1561,13838,520192,5353,54813,0
2023-11-17,218145,111460,413525,52327,5904,15029,144156,192566,11575,1247467,68597,918,16194,831513,15280,77940,0
2023-11-16,250049,97097,358860,54415,267813,20422,135951,205184,14893,1021700,74593,847,3410,855108,5982,59449,0
2023-11-15,268684,180413,404569,67326,13965,24581,211263,129363,28463,1656416,115342,6119,22593,906511,6332,79621,0
2023-11-14,313042,226913,511652,86893,2480,16970,256639,414183,17030,1955461,196734,2048,23998,1067546,9793,85957,0
2023-11-13,346311,149970,504613,55716,1542,15252,150381,181548,15852,1626465,125260,2244,13650,1013361,8929,107360,0
2023-11-10,251317,133515,618399,74208,1238,8464,159874,228652,9358,1392612,104528,1136,7204,818244,6538,60405,0
2023-11-09,210620,85391,234534,52931,2507,5047,80983,157115,3562,927980,94532,3079,7586,814868,5563,63790,0
2023-11-08,121089,62194,152502,40574,185,6929,65720,109938,8312,664232,48528,2025,1817,383857,3113,34606,0
2023-11-07,155688,64393,300129,48276,1855,6758,90995,167427,5329,1029239,45216,6010,2416,380582,3017,47034,0
2023-11-06,102229,52438,298130,39591,598,4703,63931,145838,10840,827394,91379,2301,1616,480206,2507,40698,0
2023-11-03,188717,122624,414825,45274,2944,7059,132345,179666,11187,1095729,80846,2753,3349,615051,4885,58983,0
2023-11-02,259991,108959,442655,45289,1101,6005,140397,194549,11931,1290459,99062,6908,12588,881502,6154,59035,0
2023-11-01,240278,118020,371131,63499,730,12378,96421,178018,10108,1128002,122696,2053,11853,1025014,4222,45715,0
2023-10-31,275773,156713,469451,44284,2300,16656,144406,236447,16509,1716657,261162,15712,20249,1090501,15886,91931,0
2023-10-30,195985,78669,299474,59437,496,11968,100963,248990,15861,1350055,130158,2742,3964,879031,4492,93654,0
2023-10-27,180099,73895,208914,46290,528,4641,112453,169348,10272,963345,53326,872,10128,599200,4473,43917,0
2023-10-26,110310,76368,215278,36503,271,7773,78687,164949,11579,708417,59219,2073,8792,504644,2228,49328,0
2023-10-25,132369,68229,237320,76474,525,5245,84975,160394,2581,645670,48908,1718,6574,430670,1353,64275,0
2023-10-24,207186,113946,339717,52249,525,12230,166365,314532,12367,1369471,108679,1048,11355,920156,3394,105105,0
2023-10-23,139740,102275,320546,41293,325,6780,127334,167148,10876,963650,78106,2485,16597,727407,4519,76381,0
2023-10-20,224441,124250,334969,65315,1454,8420,169970,178176,5372,1560699,121525,2755,12100,769666,5330,77328,0
2023-10-19,372376,231971,538729,113375,631,24480,296791,371213,14455,2185623,279069,9123,28460,1243195,12053,86494,0
2023-10-18,254749,191794,438260,108481,1581,18801,210405,273389,19732,1422152,123409,3839,17202,875124,7706,79058,0
2023-10-17,263838,133639,312044,80337,1056,39268,156026,193597,7637,1306518,81472,1611,16510,1191251,5297,52149,0
2023-10-16,317026,114579,263830,58169,1980,12566,113953,229277,8601,1401950,80838,895,8923,813089,4975,77950,0
2023-10-13,163587,72996,174558,28392,326,7388,78138,82914,6177,630864,41819,657,7905,487310,6444,46126,0
2023-10-12,215025,121902,290759,59212,1519,13140,160457,194695,11850,1197311,60563,2460,19910,717009,5797,108731,0
2023-10-11,130017,97132,189643,32913,333,14605,84356,99015,8197,797241,67020,2611,9044,502301,2525,61250,0
2023-10-10,167589,102133,298916,59357,223,13055,123474,170947,7572,1198902,77232,2766,9426,622250,5634,56396,0
2023-10-09,146877,80200,228678,33509,646,7288,107710,181610,2176,751099,51148,701,6998,611105,2478,64100,0
2023-10-06,143768,105602,259264,55698,1533,4809,114562,175504,8707,950047,55910,1212,7704,515307,4394,63032,0
2023-10-05,151277,74408,204970,33190,1112,4536,91418,121050,6986,710980,34922,1090,6523,450158,2850,49598,0
2023-10-04,122286,100279,246995,53536,1182,4359,100423,156824,6982,1110923,74359,471,5367,539898,3060,59424,0
2023-10-03,380189,160129,393102,84356,721,20767,188029,311272,5360,1778688,106505,13397,8124,971688,6579,81419,0
2023-10-02,463351,229208,593933,73947,5848,14942,224784,351811,13337,2613129,255463,1133,19654,1118304,5010,102214,0
2023-09-29,260891,117164,331822,51292,882,10123,141092,235044,12766,1310970,103451,2462,6235,741957,5506,65367,0
2023-09-28,667343,397295,830016,73706,10203,35125,240431,332129,17325,3412087,141956,3927,11202,1147689,9859,101645,0
2023-09-27,82549,62143,197841,33077,324,2694,67098,132976,3752,598421,34531,1162,4280,408235,3723,48756,0
2023-09-26,182767,126085,337850,67564,1000,14100,134940,209991,20853,893938,65895,5324,19993,527053,10974,108486,0
2023-09-25,129284,113726,219701,35640,626,7385,80110,145741,3898,759463,58468,2864,8580,550187,6442,59115,0
2023-09-22,124590,83244,268872,48412,736,11249,105394,121954,6676,740200,86116,567,7577,440288,4068,52943,0
2023-09-21,211389,91295,345023,43867,2034,7635,113139,186948,8270,1139357,81689,2431,13265,607723,6193,53275,0
2023-09-20,137229,112630,251599,44629,1302,9009,110393,144073,7090,662435,54226,4273,7746,542085,6711,38691,0
2023-09-19,107492,80438,315952,29729,993,6731,146345,197002,5247,769468,113894,1756,7456,755372,6237,40679,0
2023-09-18,267564,106277,543626,45873,34359,7702,247362,205505,6057,1053010,114275,1239,8499,999923,6336,46984,0
2023-09-15,276894,202193,543903,93957,5676,48020,234091,219970,41369,1401014,89595,2216,17433,2886230,47911,56136,0
2023-09-14,216896,93271,337818,46800,46400,10414,120954,175505,24303,1153293,65138,948,17398,699598,13409,55817,0
2023-09-13,184655,109435,297021,36114,334,11998,114678,176261,30054,1253133,107091,1893,8806,610221,15926,54936,0
2023-09-12,330087,168889,543714,62121,3522,15717,238244,322075,22500,2230123,110609,21959,12216,923972,28929,144728,0
2023-09-11,307258,155775,372602,35288,1128,18701,174831,190720,7968,1453187,158694,1711,13823,613169,15483,23345,0
2023-09-08,385745,174313,556159,59356,2039,19417,148408,206762,19941,2038872,124310,4651,12456,894778,23548,23279,0
2023-09-07,468585,299209,529280,49722,1703,26509,216316,223930,24711,2037927,132551,2512,18000,962970,9999,17260,0
2023-09-06,752464,571648,895999,62050,1304,25877,182953,192346,20138,2413456,163527,8244,10789,779945,9628,16877,0
2023-09-05,333507,132718,412919,50994,890,7955,182317,141813,8999,1464873,98417,4573,11572,902317,13729,13700,0
2023-09-01,134295,69809,247072,26023,212,5715,115457,109001,8336,794948,57302,3378,4123,544145,7050,9035,0
2023-08-31,382013,212262,598864,63749,14408,20534,183421,382885,12024,1495119,65125,10251,13385,1173683,21876,24544,0
2023-08-30,149975,70693,227633,18550,698,7231,74119,116865,5378,743770,29757,1849,3011,416715,8466,9791,0
2023-08-29,198896,109896,303575,36390,760,10453,116308,165722,10106,1091249,57787,2007,7286,556922,12770,29111,0
2023-08-28,331851,106018,275689,32475,160,9286,125891,156481,11016,1259332,63284,2318,6083,594318,6879,26337,0
2023-08-25,275250,157672,403663,39714,208,12922,145829,200935,5335,1221605,63826,2938,9653,836482,6231,41199,0
2023-08-24,294196,153448,413180,43978,2877,13345,186832,155934,8059,1320989,109427,3732,8438,880655,6767,22628,0
2023-08-23,238002,122846,353290,38533,1009,9871,123509,145845,8537,1083780,77897,2047,8332,658791,8468,28272,0
2023-08-22,414369,146755,367729,41808,519,11370,120371,208203,16912,1472705,109740,1195,8009,830692,6736,34798,0
2023-08-21,203980,108085,261765,46976,453,13568,96659,96586,9871,1305966,67643,1984,8979,607661,5052,28702,0
2023-08-18,155246,81555,277526,28337,400,10828,102267,84941,2352,721530,23839,1202,6862,494984,6542,30687,0
2023-08-17,192567,104417,238505,25392,794,8483,117736,138485,4763,690315,24269,2452,6228,459838,7399,35187,0
2023-08-16,296830,96619,297951,36930,12642,7877,125889,132671,5967,1336419,37344,2188,7786,576414,5725,36775,0
2023-08-15,223468,95251,244569,34417,182,7769,109666,121377,5540,794743,48463,2375,9148,549433,6253,37672,0
2023-08-14,264511,164435,389217,55048,112,25346,187359,208644,18365,1163849,77237,3621,29277,687986,8217,46067,0
2023-08-11,104439,125049,170068,16274,0,5437,89234,104914,2327,576912,17374,1868,4686,275855,6039,22436,0
2023-08-10,146099,59100,124222,13994,655,9077,54206,68429,7434,579255,14645,1361,3944,325582,5807,18636,0
2023-08-09,292863,107132,329164,39942,578,21506,193501,119603,10918,988058,51388,1102,12840,700041,5677,55240,0
2023-08-08,145126,63781,133320,14011,367,6722,71540,65222,3641,557490,26882,1932,5645,308559,4768,22244,0
2023-08-07,121005,36863,119159,9999,588,7802,54920,76092,2430,629673,11131,340,3362,344009,4573,19344,0
2023-08-04,207059,79387,224329,23092,1501,9057,134154,123156,5680,1076160,27667,146,7284,446704,2388,38269,0
2023-08-03,124194,41143,120619,11271,259,2864,46895,80602,4942,518026,13588,1961,4569,328099,1345,24561,0
2023-08-02,243915,70548,218730,12812,1177,4333,103737,100918,5413,1116224,44102,2343,4371,689155,3994,8942,0
2023-08-01,226387,100726,265709,23033,564,4343,100293,115903,4409,961948,34884,2823,6105,705139,6617,15921,0
2023-07-31,179797,67370,188484,11818,522,7188,57712,58749,6798,830790,40925,1583,7068,506850,2848,6894,0
2023-07-28,325724,78692,205511,21322,500,7600,116052,109444,3841,1206201,41296,1279,6325,513118,2257,8585,0
2023-07-27,382436,197559,324251,18701,2064,14198,129084,107406,5308,1402807,41196,7337,8356,710520,4075,15615,0
2023-07-26,135345,48045,112033,11638,1343,4434,52499,68705,3078,613384,26448,377,5103,396103,2075,8542,0
2023-07-25,142278,47869,129180,28687,1579,13810,61733,68670,6265,699085,61777,6643,13092,380221,4586,6516,0
2023-07-24,308137,120887,259454,20913,1001,8155,109319,122515,5136,1283339,48209,1097,5345,649729,4282,22915,0
2023-07-21,377307,224287,400627,30555,400,4616,160390,142761,4045,1008386,55703,2914,7923,734254,3405,10343,0
2023-07-20,223326,70133,221881,17200,27,4217,99135,104411,2359,802407,37404,1558,6828,647706,3166,14901,0
2023-07-19,175455,71687,213527,12614,1215,8220,90455,107085,5030,954194,45310,2894,6782,533381,7397,14889,0
2023-07-18,232635,60738,198909,17288,908,21597,97331,141897,6618,937182,54971,1718,10618,549850,3384,9493,0
2023-07-17,182050,57689,162320,11665,336,6896,69601,78434,1085,921073,33751,5744,1720,491368,3034,7204,0
2023-07-14,208166,78051,186962,16170,19630,5886,98268,85850,2568,909451,63181,7954,2874,480898,3305,9613,0
2023-07-13,194397,85248,169750,13199,1292,7823,104740,80585,5672,734414,40486,1407,5422,453348,930,13444,0
2023-07-12,157541,53583,149295,11879,1230,2269,72097,73023,6292,750853,23062,2192,6250,415968,2036,14674,0
2023-07-11,296731,116305,295311,20390,17790,11809,185299,166370,2371,1213436,43531,3193,3150,642311,5158,40379,0
2023-07-10,320502,144870,282063,18937,3132,6418,147930,165627,4265,1462359,49895,1004,3480,682963,6786,17883,0
2023-07-07,245793,93600,211924,13407,1494,10298,81598,112912,2960,1073336,45806,3605,3584,531970,6749,8167,0
2023-07-06,232675,125711,237451,14894,501,10032,125085,113517,3443,868044,49300,2593,3926,588579,4961,9591,0
2023-07-05,274243,59039,197451,14189,232,5620,111103,100988,3731,944835,35630,1442,3604,501554,860,13723,0
2023-07-03,196695,68885,148555,6164,2754,10361,69722,78806,5313,745788,15146,549,1419,446404,3354,6665,0
2023-06-30,256718,82594,283972,24473,7612,15807,119920,130212,10706,1110643,54171,3750,6683,686224,3751,6063,0
2023-06-29,310175,206103,271120,27400,7524,18427,119242,120787,8490,1303985,41450,4374,6588,619359,17749,18276,0
2023-06-28,264204,100523,263368,16597,2955,11247,198622,115124,10549,1441296,77688,2819,2731,950717,16135,19298,0
2023-06-27,180619,65240,174809,13127,44033,22336,98117,81450,4119,1002750,31069,1129,6546,394883,14045,7238,0
2023-06-26,208901,97145,226937,14186,11237,21420,152655,92908,17529,1104749,63213,3394,6436,464619,20811,19099,0
2023-06-23,111388,84463,208565,14896,2088,7188,107008,86080,2236,769038,57345,1434,2454,798382,2230,6243,0
2023-06-22,158487,81934,194378,11371,1750,5564,85983,84357,3042,737960,37835,1252,2490,464065,6461,18083,0
2023-06-21,175778,71404,207212,11658,47171,10927,84946,84801,2529,996928,54530,3005,5083,627178,9185,12359,0
2023-06-20,358244,185786,253271,16100,2457,16793,142423,95533,2181,1350345,98861,6746,9422,687284,13017,15576,0
2023-06-16,284154,119181,413695,31328,3959,7992,131319,149137,2735,1735323,76462,1773,9994,1447851,13394,15215,0
2023-06-15,624464,198480,535768,33666,13076,27485,220420,294588,17363,2540381,63041,1998,14333,866875,24058,25826,0
2023-06-14,684601,395859,720357,34525,126207,35512,294827,318235,24537,3310922,99714,2153,11352,1103567,23395,57934,0
2023-06-13,1811906,1138908,1477049,69472,39376,78177,849217,681775,42322,7875483,332906,7975,19870,2595441,45869,94861,0
2023-06-12,712156,331804,642267,35488,135600,21646,307270,334117,20606,3025114,176492,14764,10714,1292393,20147,71612,0
2023-06-09,1040231,506782,993915,95840,5171,47477,560633,418773,44384,4720074,177335,25208,35658,1547328,25954,97870,0
2023-06-08,2192281,1178038,2069383,228516,13652,174211,732925,602511,108904,9170562,232811,17526,98668,2202842,22659,162801,0
2023-06-07,2390559,2499535,2279451,91994,30640,114226,585899,556246,72620,7217104,257636,16565,26750,1681766,96829,83263,0
2023-06-06,342527,214233,386794,33202,5722,31419,156385,162597,23667,1719138,114246,14540,31179,728572,7038,13120,0
2023-06-05,467473,208596,381127,16286,5922,29520,203500,232527,11503,2339690,110826,5274,9943,895121,10071,47748,0
2023-06-02,283257,112015,300447,21842,7280,19751,175998,150891,7975,1388786,83147,5844,7833,677070,31927,26673,0
2023-06-01,348154,183561,339989,37781,3527,25061,195448,179057,8422,1719514,64557,2450,8762,691568,12728,24378,0
2023-05-31,266613,160264,335925,47649,1682,17170,162824,157290,8038,1782214,92249,18561,10196,1156085,20210,28256,0
2023-05-30,439380,312180,459824,36524,17565,23087,246009,248634,14831,2038008,106914,6496,8379,896744,48372,65205,0
2023-05-26,190887,93971,292880,25154,700,16678,120312,92821,4338,993753,49402,803,3821,355895,7393,13076,0
2023-05-25,220005,142443,235742,16243,295,20481,165595,96901,3655,916132,51277,2834,3098,589343,4277,26113,0
2023-05-24,156578,61470,226858,16287,2785,13024,111058,82787,13776,751873,35769,3108,7578,400103,7720,10223,0
2023-05-23,269328,137791,358215,32341,5009,20973,186640,136030,14607,1659270,114091,5177,4637,820418,11485,10513,0
2023-05-22,541018,294955,663312,67152,23870,63718,432968,332335,16687,2434616,195185,17927,7590,1008950,50473,100879,0
2023-05-19,247041,106252,270919,17914,4585,23134,145425,118261,8239,1179318,62428,10035,2103,447291,11203,14066,0
2023-05-18,239074,104558,197501,26555,5259,6891,130607,96075,4894,878837,66239,4985,1951,364569,4802,11615,0
2023-05-17,467982,136000,343395,20515,6763,32704,272358,224153,9920,2002096,93023,2528,4910,928689,12309,15643,0
2023-05-16,247457,121944,227800,23235,1582,14598,140260,132064,6319,1049853,77366,5947,10401,429340,5141,7468,0
2023-05-15,237774,85746,223260,23922,1387,8974,210158,158393,4836,970849,59713,592,3770,598304,6130,8186,0
2023-05-12,185889,90473,319150,20778,2951,14714,104644,109260,4529,730246,49512,2075,5896,350558,7301,8085,0
2023-05-11,161855,45829,121074,10907,1866,5193,72562,67475,3216,726848,38016,996,3931,384264,3027,5453,0
2023-05-10,201312,114241,208596,17043,1212,9466,126555,84588,1860,823548,51041,4954,2820,476775,5928,10006,0
2023-05-09,129263,47202,216224,11759,2352,2108,93812,58111,1339,557317,36729,722,981,360307,2041,2407,0
2023-05-08,258035,77762,189379,14952,5421,6101,113415,94296,5364,1159388,48992,17549,1344,372553,9378,28870,0
2023-05-05,444296,196526,437161,34155,1134,16248,239505,209384,5267,1785420,88989,5392,16331,865211,8076,14795,0
2023-05-04,252448,61909,156816,16283,2709,9443,84974,83501,2226,847381,36215,4401,2672,464536,6411,9917,0
2023-05-03,389203,179594,357317,30935,33581,9737,209491,159672,6106,1030315,76599,10385,6140,669153,7067,8726,0
2023-05-02,183475,53259,185050,22949,1581,11237,128109,90558,8792,729689,34902,5751,9456,419815,4085,29549,0
2023-05-01,242040,114293,274601,20803,438,3586,133015,113472,1916,871615,38183,6945,1351,519627,6220,8529,0
2023-04-28,261956,128332,242539,23701,2484,6354,111810,100467,11825,1167759,53105,5851,15821,688257,8858,7457,0
2023-04-27,213280,149381,242308,30118,971,7470,109242,94148,4837,792404,77979,3052,3973,489814,6501,13469,0
2023-04-26,241995,92465,261460,23681,2619,6944,148554,132284,3919,790239,47953,408,4449,518366,5973,6302,0
2023-04-25,219207,143671,231424,18476,1176,9904,123277,106319,5060,886452,43467,25025,6328,729940,5465,5650,0
2023-04-24,264171,128518,288940,20331,1979,4351,135291,145746,4120,1096968,83127,986,6253,547184,5453,8973,0
2023-04-21,199089,108498,285024,16268,5855,4281,119603,97477,7903,736656,51260,3016,3449,436784,3595,7114,0
2023-04-20,282516,129540,376033,20337,3104,10873,185664,131579,12659,1123362,64694,3810,15034,598665,7644,11862,0
2023-04-19,223446,155234,325398,20388,3517,6107,161704,129158,9008,914003,62462,1453,14133,494796,6438,12235,0
2023-04-18,328462,154582,338167,18459,2817,5518,136750,113180,9876,1008563,37415,1821,5511,569956,6958,10667,0
2023-04-17,234172,150970,196493,13415,1167,6438,106421,72928,6270,728630,49790,2196,6840,479971,3692,7223,0
2023-04-14,239892,92423,174849,12527,3149,5205,134597,114114,2439,904953,46019,1390,3616,560744,6352,10103,0
2023-04-13,212488,69691,174879,16817,987,8037,83518,63070,7018,704929,33792,1881,4706,412839,2219,7063,0
2023-04-12,212357,94888,156484,14671,42694,10978,87304,59333,6584,865043,48436,1248,2458,526152,5214,7297,0
2023-04-11,287066,106681,211639,17101,4630,10168,136404,121047,3931,989915,34945,2692,5187,561591,8493,38479,0
2023-04-10,213957,87579,207262,7732,1889,3741,110675,95777,5935,823375,82540,4651,5151,500602,9190,16031,0
2023-04-06,319302,139850,232487,23579,3741,8608,171802,104940,2116,858788,64325,1484,3083,544318,9796,18716,0
2023-04-05,355913,231566,311947,24407,5521,29176,194332,144968,7607,1383885,77291,10038,15198,799173,19976,27102,0
2023-04-04,396806,174083,447631,16393,2709,8111,193878,116611,4210,1340789,39011,7978,4880,638524,15315,14535,0
2023-04-03,513025,220951,497862,24066,5871,6524,230221,181081,5920,1787311,49618,11353,3613,690916,13915,32240,0
2023-03-31,442629,169335,446413,39235,1711,16954,228140,146283,6015,1596201,59662,3157,8928,683896,9185,22517,0
2023-03-30,367424,177674,323906,18904,2121,10183,157983,130108,2739,1769094,53818,3014,4482,435108,6851,14200,0
2023-03-29,479361,103993,383182,22319,4465,23675,195018,190609,10966,2037408,103602,4508,5531,550804,7234,38691,0
2023-03-28,551574,180453,501011,33575,9156,18021,260976,252675,14418,2958216,91205,10767,23977,742658,17628,45341,0
2023-03-27,522250,176288,533407,16471,4890,17178,199902,143046,13053,2070971,85985,2100,6732,752286,9744,26263,0
2023-03-24,924648,400407,664835,46139,76197,24407,360625,306192,18975,4651377,129954,11275,22394,1057033,31050,43430,0
2023-03-23,1347673,559655,1052253,81904,15572,40108,497199,415945,21467,5298547,219338,12467,36972,1485163,21387,63204,0
2023-03-22,8308701,4693511,5033604,433430,244224,351861,1936285,1796357,261894,34888593,1389231,44394,129402,6759608,136081,357510,0
2023-03-21,2400219,3517851,2357616,27886,8418,33034,340440,258056,48848,5660759,170919,14319,30771,969207,26483,18028,0
2023-03-20,368546,190747,487732,31954,7786,19287,235794,207500,10182,1864216,195098,3533,12571,798451,13103,16276,0
2023-03-17,309756,186206,494515,96924,3215,16106,244718,149906,9716,1415375,145903,4248,24517,1978314,10046,16036,0
2023-03-16,385339,174186,470762,40934,1630,22678,226548,151209,13013,1119397,83273,6746,13259,1359471,11507,13330,0
2023-03-15,503816,278418,413571,35806,34559,19463,232380,219235,19381,1678141,123408,1989,5900,944127,6236,25099,0
2023-03-14,349502,93206,340784,29764,4195,7713,119352,134674,14032,1103236,52669,2052,5952,794613,8923,16733,0
2023-03-13,320858,95967,330001,17573,2209,15006,146317,104188,5608,1039497,100056,4550,8965,748640,4541,15121,0
2023-03-10,221824,159664,314529,22857,3025,21555,123155,125885,16449,1090690,59195,4520,14506,645191,10746,11709,0
2023-03-09,248549,194727,373283,37655,1342,10853,164519,121147,7811,884762,61896,837,18625,496236,21205,9158,0
2023-03-08,370300,153938,394075,32779,2756,15115,190996,189758,21757,830007,128911,3297,13073,809328,3432,118288,0
2023-03-07,271659,144792,211157,25033,20727,7349,118095,104671,2552,770548,38603,3219,7533,648193,5614,14060,0
2023-03-06,266501,120161,327626,24960,6194,14826,113931,146392,17647,1061415,78447,4103,9288,593364,16376,14002,0
2023-03-03,307361,116332,259211,16564,2104,12786,117613,144414,9246,947772,46197,4378,7478,497593,6042,10424,0
2023-03-02,265207,133298,234641,11626,4367,17806,154506,121179,9155,945153,80864,3959,5630,623492,6469,9952,0
2023-03-01,378904,221573,460902,28121,1465,7153,208545,172848,8078,1610516,176135,6741,9530,875127,30256,14206,0
2023-02-28,280112,196768,262318,22248,5013,15855,101442,137713,8354,1384235,53510,2618,13313,853044,14391,22892,0
2023-02-27,544863,142469,256164,30292,2916,9074,162354,182077,10413,1845316,52183,160,4807,737438,9438,16713,0
